05:21:40: ( 4 , T=P#R=O#211669182540508464 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Zach , Boss Practice Dummy , 35 , 1269233496 , Puncture ) Boss Practice Dummy suffers 35 Physical damage from Zach's Puncture. 
05:26:27: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 144 , 1969688444 , Life Leech ) Beawr suffers 144 Death damage from Aoife's Life Leech. 
05:26:27: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 121 , 1055329214 , Dark Touch ) Beawr suffers 121 Death damage from Aoife's Dark Touch. 
05:26:27: ( 3 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 52 , 861304448 , Shroud Of Agony ) Beawr's Shroud Of Agony hits Aoife for 52 Death damage. 
05:26:28: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:28: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 161 , 497313021 , Contempt ) Beawr's Contempt heals Beawr for 161. 
05:26:28: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 28 , 293562978 , Salvation ) Beawr's Salvation heals Beawr for 28. 
05:26:28: ( 8 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 0 , 167933921 , Vex ) Aoife is afflicted by Beawr's Vex.
05:26:28: ( 3 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 179 , 167933921 , Vex ) Beawr's Vex hits Aoife for 179 Death damage. 
05:26:28: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 56 , 473115348 , Warlock Armor ) Aoife's Warlock Armor hits Beawr for 56 Death damage. 
05:26:28: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 477 , 1109565430 , Draining Bolt ) Aoife's Draining Bolt critically heals Aoife for 477. 
05:26:28: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 954 , 1109565430 , Draining Bolt ) Aoife's Draining Bolt critically hits Beawr for 954 Death damage. 
05:26:29: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1109565430 , Draining Bolt ) Aoife's Draining Bolt critically heals Aoife for 0. 
05:26:29: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 108 , 993221111 , Necrosis ) Beawr suffers 108 Death damage from Aoife's Necrosis. 
05:26:29: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 84 , 1969688444 , Life Leech ) Aoife's Life Leech critically heals Aoife for 84. 
05:26:29: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 216 , 1969688444 , Life Leech ) Aoife's Life Leech critically hits Beawr for 216 Death damage. 
05:26:29: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:29: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 30 , 293562978 , Salvation ) Beawr's Salvation heals Beawr for 30. 
05:26:29: ( 3 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 182 , 1441118300 , Sanction ) Beawr's Sanction hits Aoife for 182 Life damage. 
05:26:29: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1626474066 , Conviction ) Beawr gains Beawr's Conviction.
05:26:29: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 417489077 , Adorned Shadeshard ) Beawr gains Beawr's Adorned Shadeshard.
05:26:29: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 417489077 , Adorned Shadeshard ) Beawr gains Beawr's Adorned Shadeshard.
05:26:29: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 417489077 , Adorned Shadeshard ) Beawr gains Beawr's Adorned Shadeshard.
05:26:29: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 417489077 , Adorned Shadeshard ) Beawr gains Beawr's Adorned Shadeshard.
05:26:29: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 417489077 , Adorned Shadeshard ) Beawr gains Beawr's Adorned Shadeshard.
05:26:29: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 56 , 473115348 , Warlock Armor ) Aoife's Warlock Armor hits Beawr for 56 Death damage. 
05:26:29: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 182 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Beawr for 182 Death damage. 
05:26:29: ( 3 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 52 , 861304448 , Shroud Of Agony ) Beawr's Shroud Of Agony hits Aoife for 52 Death damage. 
05:26:29: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 1362 , 1712615846 , Healing Breath ) Beawr's Healing Breath heals Beawr for 1362. 
05:26:31: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:31: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 161 , 497313021 , Contempt ) Beawr's Contempt heals Beawr for 161. 
05:26:31: ( 4 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 179 , 167933921 , Vex ) Aoife suffers 179 Death damage from Beawr's Vex. 
05:26:31: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 108 , 993221111 , Necrosis ) Beawr suffers 108 Death damage from Aoife's Necrosis. 
05:26:31: ( 7 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 861304448 , Shroud Of Agony ) Beawr's Shroud Of Agony fades from Beawr.
05:26:31: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 861304448 , Shroud Of Agony ) Beawr gains Beawr's Shroud Of Agony.
05:26:31: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 144 , 1969688444 , Life Leech ) Beawr suffers 144 Death damage from Aoife's Life Leech. 
05:26:31: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 56 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 56. 
05:26:31: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:31: ( 3 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 52 , 861304448 , Shroud Of Agony ) Beawr's Shroud Of Agony hits Aoife for 52 Death damage. 
05:26:31: ( 1 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Unknown , 0 , 1028615457 , Bolt of Judgment ) Beawr begins casting Bolt of Judgment.
05:26:31: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 121 , 1055329214 , Dark Touch ) Beawr suffers 121 Death damage from Aoife's Dark Touch. 
05:26:32: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:32: ( 23 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 347 , 1441118300 , Sanction ) Beawr's Sanction critically hits Aoife for 347 Life damage. 
05:26:32: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1782770101 , Life and Death Concord ) Beawr gains Beawr's Life and Death Concord.
05:26:33: ( 7 , T=P#R=O#211669182669056664 , T=P#R=O#211669182669056664 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Daedaluss , 0 , 823017385 , Lethal Poison ) Daedaluss's Lethal Poison fades from Daedaluss.
05:26:33: ( 7 , T=P#R=O#211669182669056664 , T=P#R=O#211669182669056664 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Daedaluss , 0 , 276598819 , Leeching Poison ) Daedaluss's Leeching Poison fades from Daedaluss.
05:26:33: ( 7 , T=P#R=O#211669182669056664 , T=P#R=O#211669182669056664 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Daedaluss , 0 , 517438039 , Planebound Resilience ) Daedaluss's Planebound Resilience fades from Daedaluss.
05:26:33: ( 7 , T=P#R=O#211669182669056664 , T=P#R=O#211669182669056664 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Daedaluss , 0 , 1944017556 , Combat Pose ) Daedaluss's Combat Pose fades from Daedaluss.
05:26:33: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:33: ( 1 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Unknown , 0 , 1028615457 , Bolt of Judgment ) Beawr begins casting Bolt of Judgment.
05:26:33: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 56 , 473115348 , Warlock Armor ) Aoife's Warlock Armor hits Beawr for 56 Death damage. 
05:26:33: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 81 , 293562978 , Salvation ) Beawr's Salvation heals Beawr for 81. 
05:26:33: ( 3 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 499 , 1028615457 , Bolt of Judgment ) Beawr's Bolt of Judgment hits Aoife for 499 Life damage. 
05:26:33: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1626474066 , Conviction ) Beawr gains Beawr's Conviction.
05:26:33: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 108 , 993221111 , Necrosis ) Beawr suffers 108 Death damage from Aoife's Necrosis. 
05:26:33: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 84 , 1969688444 , Life Leech ) Aoife's Life Leech critically heals Aoife for 84. 
05:26:33: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 216 , 1969688444 , Life Leech ) Aoife's Life Leech critically hits Beawr for 216 Death damage. 
05:26:33: ( 3 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 52 , 861304448 , Shroud Of Agony ) Beawr's Shroud Of Agony hits Aoife for 52 Death damage. 
05:26:33: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 121 , 1055329214 , Dark Touch ) Beawr suffers 121 Death damage from Aoife's Dark Touch. 
05:26:33: ( 7 , T=P#R=O#211669182508295625 , T=P#R=O#211669182508295625 , T=X#R=X#0 , T=X#R=X#0 , Ceph , Ceph , 0 , 2093053975 , Combat Preparation ) Ceph's Combat Preparation fades from Ceph.
05:26:33: ( 7 , T=P#R=O#211669182508295625 , T=P#R=O#211669182508295625 , T=X#R=X#0 , T=X#R=X#0 , Ceph , Ceph , 0 , 1430163885 , Leeching Poison ) Ceph's Leeching Poison fades from Ceph.
05:26:33: ( 7 , T=P#R=O#211669182508295625 , T=P#R=O#211669182508295625 , T=X#R=X#0 , T=X#R=X#0 , Ceph , Ceph , 0 , 111642718 , Lethal Poison ) Ceph's Lethal Poison fades from Ceph.
05:26:34: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:34: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 161 , 497313021 , Contempt ) Beawr's Contempt heals Beawr for 161. 
05:26:34: ( 4 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 179 , 167933921 , Vex ) Aoife suffers 179 Death damage from Beawr's Vex. 
05:26:34: ( 7 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1782770101 , Life and Death Concord ) Beawr's Life and Death Concord fades from Beawr.
05:26:34: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:34: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 79 , 293562978 , Salvation ) Beawr's Salvation heals Beawr for 79. 
05:26:34: ( 3 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 490 , 1028615457 , Bolt of Judgment ) Beawr's Bolt of Judgment hits Aoife for 490 Life damage. 
05:26:34: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1626474066 , Conviction ) Beawr gains Beawr's Conviction.
05:26:34: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 56 , 473115348 , Warlock Armor ) Aoife's Warlock Armor hits Beawr for 56 Death damage. 
05:26:35: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:35: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 148 , 293562978 , Salvation ) Beawr's Salvation heals Beawr for 148. 
05:26:35: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 56 , 473115348 , Warlock Armor ) Aoife's Warlock Armor hits Beawr for 56 Death damage. 
05:26:35: ( 8 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 0 , 182811502 , Symbol of Corruption ) Aoife is afflicted by Beawr's Symbol of Corruption.
05:26:35: ( 3 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 908 , 276913072 , Bolt of Depravity ) Beawr's Bolt of Depravity hits Aoife for 908 Death damage. 
05:26:35: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 108 , 993221111 , Necrosis ) Beawr suffers 108 Death damage from Aoife's Necrosis. 
05:26:35: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 56 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 56. 
05:26:35: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:35: ( 9 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Beawr.
05:26:35: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 144 , 1969688444 , Life Leech ) Beawr suffers 144 Death damage from Aoife's Life Leech. 
05:26:35: ( 3 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 52 , 861304448 , Shroud Of Agony ) Beawr's Shroud Of Agony hits Aoife for 52 Death damage. 
05:26:35: ( 23 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 347 , 1441118300 , Sanction ) Beawr's Sanction critically hits Aoife for 347 Life damage. 
05:26:35: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 121 , 1055329214 , Dark Touch ) Beawr suffers 121 Death damage from Aoife's Dark Touch. 
05:26:36: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:36: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 10 , 293562978 , Salvation ) Beawr's Salvation heals Beawr for 10. 
05:26:36: ( 3 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 68 , 182811502 , Symbol of Corruption ) Beawr's Symbol of Corruption hits Aoife for 68 Death damage. 
05:26:36: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 56 , 473115348 , Warlock Armor ) Aoife's Warlock Armor hits Beawr for 56 Death damage. 
05:26:37: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:37: ( 4 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 68 , 182811502 , Symbol of Corruption ) Aoife suffers 68 Death damage from Beawr's Symbol of Corruption. 
05:26:37: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:37: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 161 , 497313021 , Contempt ) Beawr's Contempt heals Beawr for 161. 
05:26:37: ( 4 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 179 , 167933921 , Vex ) Aoife suffers 179 Death damage from Beawr's Vex. 
05:26:37: ( 7 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 861304448 , Shroud Of Agony ) Beawr's Shroud Of Agony fades from Beawr.
05:26:37: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 861304448 , Shroud Of Agony ) Beawr gains Beawr's Shroud Of Agony.
05:26:37: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:37: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 108 , 993221111 , Necrosis ) Beawr suffers 108 Death damage from Aoife's Necrosis. 
05:26:37: ( 3 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 52 , 861304448 , Shroud Of Agony ) Beawr's Shroud Of Agony hits Aoife for 52 Death damage. 
05:26:37: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 121 , 1055329214 , Dark Touch ) Beawr suffers 121 Death damage from Aoife's Dark Touch. 
05:26:37: ( 7 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 417489077 , Adorned Shadeshard ) Beawr's Adorned Shadeshard fades from Beawr.
05:26:38: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 1255 , 1712615846 , Healing Breath ) Beawr's Healing Breath heals Beawr for 1255. 
05:26:38: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:38: ( 4 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 68 , 182811502 , Symbol of Corruption ) Aoife suffers 68 Death damage from Beawr's Symbol of Corruption. 
05:26:38: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:38: ( 23 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 347 , 1441118300 , Sanction ) Beawr's Sanction critically hits Aoife for 347 Life damage. 
05:26:39: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:39: ( 9 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 0 , 182811502 , Symbol of Corruption ) Beawr's Symbol of Corruption dissipates from Aoife.
05:26:39: ( 4 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 68 , 182811502 , Symbol of Corruption ) Aoife suffers 68 Death damage from Beawr's Symbol of Corruption. 
05:26:39: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 108 , 993221111 , Necrosis ) Beawr suffers 108 Death damage from Aoife's Necrosis. 
05:26:39: ( 3 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 52 , 861304448 , Shroud Of Agony ) Beawr's Shroud Of Agony hits Aoife for 52 Death damage. 
05:26:39: ( 9 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 0 , 1055329214 , Dark Touch ) Aoife's Dark Touch dissipates from Beawr.
05:26:39: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 182 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Beawr for 182 Death damage. 
05:26:40: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:40: ( 28 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 306 , 497313021 , Contempt ) Beawr's Contempt critically heals Beawr for 306. 
05:26:40: ( 23 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 341 , 167933921 , Vex ) Beawr's Vex critically hits Aoife for 341 Death damage. 
05:26:41: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 108 , 993221111 , Necrosis ) Beawr suffers 108 Death damage from Aoife's Necrosis. 
